school,title,topic,time,custom_minutes_per_week,location,requirements,description_evaluation_method,description_overview
MEAS,DSGN 495-0-5 Special Topics in Engineering Design,"Mindful Product Management: How to Discover, Desig",Tu 3:30PM - 6:30PM,180,Meets in Non-General PurposeRm,[],,"Today, we stand at a technological, political and environmental inflection point. Two decades of rapid technology growth (e.g. artificial intelligence, machine learning, voice, virtual reality, augmented reality, blockchain, mobility, etc.), innovative growth models (e.g. opensource, circular economy, peer-to-peer, etc.) and macro-trends (e.g. digital invaders, tech giants blurring vertical lines, the always-on consumer, etc.) have generated enormous physical and digital clutter. The steep demand on the planet's resources mirrors the demand on our time and attention. People don't care about the latest emerging technologies, innovative growth models, macro-trends. They care about having purpose. As product managers, it is our duty to not fill the world with more clutter, but to create products, services, and experiences that provide fulfillment-for individuals and communities. The overarching goal of this course is to provide the foundation product managers need to mindfully discover, design, and scale products, services, and experiences that meet the needs of humans.<br/><br/>Over the course of 10 weeks we will apply aspects from mindfulness, Design Thinking, Lean Startup, and Agile to help address questions such as: How might we enable feelings of purpose, belonging, transcendence, and storytelling in the products we provide to the people we serve? How might we continuously satisfy people not by providing more, but by aligning our products with the lives of people? How might we incorporate mindfulness into product management? How might we enable agility with a purpose?<br/>This section is offered to students in the MS, EDI program. Students in other graduate programs wishing to enroll in this class should email their resume and statement of interest to Cindy Wells at cynthia.wells@northwestern.edu."
JOUR,IMC 421-0-30 Brand Communication Decisions,,Tu 6:00PM - 8:50PM,170,TBA,[],,"Brand Communication Decisions focuses on segmenting a market, choosing the most appropriate target market, and developing an insight-driven positioning promise. After making these decisions students are challenged to connect with the desired target with the most efficient and effective use of marketing communications tactics. Students develop skills in one-to-all, one-to-many and one-to-one connections and utilize communications to create measured behavior results. Students analyze complex case studies and conduct a real-time team project for a nationally recognized brand. Classes feature appearances by outside experts, as well as many classroom conversations that force students to make decisions that they must persuade senior management to implement. <br/><br/>Prerequisites IMC 400, 402, 403, 420."
JOUR,IMC 422-0-20 Building Brands with Creative Ideas,,Mo 9:00AM - 11:50AM,170,Louis Hall 226,[],,"Building Brands with Creative Ideas addresses the power of a big idea that springs from a true insight into human nature is the key to a brand's success. This course will emphasize the importance of harnessing the power of ideas and creativity to build successful brands. Students will create, evaluate and nurture ideas, and develop skills to persuasively present those ideas. This course features experiences and assignments designed to bring out the innate creativity in students and help them trust their intuition when making decisions. In the end, students will have a &quot;real world&quot; view of the importance of creativity and the power of ideas in marketing communications and in their careers.<br/><br/>Prerequisite: IMC 420"
JOUR,IMC 422-0-21 Building Brands with Creative Ideas,,We 9:00AM - 11:50AM,170,Louis Hall 226,[],,"Building Brands with Creative Ideas addresses the power of a big idea that springs from a true insight into human nature is the key to a brand's success. This course will emphasize the importance of harnessing the power of ideas and creativity to build successful brands. Students will create, evaluate and nurture ideas, and develop skills to persuasively present those ideas. This course features experiences and assignments designed to bring out the innate creativity in students and help them trust their intuition when making decisions. In the end, students will have a &quot;real world&quot; view of the importance of creativity and the power of ideas in marketing communications and in their careers.<br/><br/>Prerequisite: IMC 420"
JOUR,IMC 301-0-20 Consumer Insight,,TuTh 2:00PM - 3:20PM,160,Louis Hall 226,[],,"Focuses on social science theories that help explain why and how individuals, families, and groups acquire, consume, and dispose of goods, services, ideas, brands, and experiences. Emphasizes the goals and experiences people have to better understand them as consumers. Examines psychological, economic, communication, anthropological, and sociological perspectives on human action that provide insight into consumer behavior. Prerequisites: sophomore standing."
JOUR,IMC 301-0-21 Consumer Insight,,MoWe 4:00PM - 5:20PM,160,560 Lincoln St. Classroom 101B,[],,"Focuses on social science theories that help explain why and how individuals, families, and groups acquire, consume, and dispose of goods, services, ideas, brands, and experiences. Emphasizes the goals and experiences people have to better understand them as consumers. Examines psychological, economic, communication, anthropological, and sociological perspectives on human action that provide insight into consumer behavior. Prerequisites: sophomore standing."
JOUR,IMC 441-0-20 Content Strategy,,Tu 2:00PM - 4:50PM,170,McCormick Foundation Ctr 3127,[],,"Content Strategy provides an introduction to key concepts and methods in communication, content strategy and marketing. This course is a mix of overall strategy, tactics and hands-on practical skills to consider how content is utilized and appreciated to inform, entertain, and solve customer needs and wants. There are two primary objectives of the course. The first is to provide IMC students with a foundation in how marketing organizations and marketing managers' conduct content strategy and marketing. The second objective is to develop students' ability to think analytically and strategically in addressing content opportunities. Students will create a strategy for a brand and then create components of visuals, including videos, email newsletters, and articles. Students will learn how critical and creative thinking come together to craft a brand's content strategy.<br/><br/>Prerequisite: IMC 440"
JOUR,IMC 426-6-40 Customer Value Innovation,,TBA,,TBA,[],,"Customer Value Innovation focuses on understanding the process by which customers choose to adopt innovative ideas. This course will help you understand what marketers can do to drive adoption and sustain customer engagement. <br/><br/>In this course we will:<br/><br/> Look at different types of innovation, ranging from new offerings to new customer experiences <br/> Tackle questions about how organizations innovate to create better value that strengthens the relevance of these organizations to customers <br/> Examine how organizations can use integrated marketing communications to communicate that value and relevance of innovations to prospects and customers <br/><br/>You will analyze a combination of historical and living cases dealing with both B2C and B2B products and services. While the course will rely heavily on U.S. examples and cases, we will touch on similarities and differences with other markets and use at least one non-U.S. case. <br/><br/>Classes feature appearances by outside experts as well as discussions of emerging technologies that are giving rise to innovations and offering new opportunities to drive adoption."
JOUR,IMC 311-0-20 Data Governance: Critical Issues in Digital Marketing Communications,Digital Data: Privacy and Governance,Th 4:00PM - 6:50PM,170,McCormick Foundation Ctr 3107,[],,"Data Governance will focus on data privacy and security - potentially the biggest &quot;data&quot; issues that marketing, media and communications professionals will face over the course of their careers. As such, the class will address the rapid move of companies toward digital marketing and communications efforts, and the coming world of connected devices in the Internet of Things. As improper use or inadequate protection of the data can result in civil or even criminal penalties to both companies and executives, it is imperative that marketing professionals understand the technology that underlies the digital data landscape, and further understand the legal and regulatory environment within which they are operating when using the data for marketing and other business purposes. <br/><br/> ?<br/><br/>The first half of the course will focus on the data ecosystem and privacy. Here, the class will explore the technology underlying data tracking, collection, aggregation and use. Further, the course will examine data brokers/aggregators and their role in the communications development chain. Finally, the course will cover the legal and regulatory perspective toward the industry's privacy-related behavior and practices in the development of marketing communications. <br/><br/> <br/><br/>The second half of the course will focus on data security. Given the number of continuing breaches, many at large, high profile companies, the class will look at statutes and regulations covering data security within a number of industries, and those that might be most relevant to media organizations. The course will wrap up with a look at professional opportunities in the emerging privacy &quot;industry,&quot; and at industry certification for those who might be interested."
JOUR,IMC 414-0-20 Data Governance: Critical Issues in Digital Marketing Communications,Digital Data: Privacy and Governance,Th 4:00PM - 6:50PM,170,McCormick Foundation Ctr 3107,[],,"Data Governance will focus on data privacy and security - potentially the biggest &quot;data&quot; issues that marketing, media and communications professionals will face over the course of their careers. As such, the class will address the rapid move of companies toward digital marketing and communications efforts, and the coming world of connected devices in the Internet of Things. As improper use or inadequate protection of the data can result in civil or even criminal penalties to both companies and executives, it is imperative that marketing professionals understand the technology that underlies the digital data landscape, and further understand the legal and regulatory environment within which they are operating when using the data for marketing and other business purposes. <br/><br/> ?<br/><br/>The first half of the course will focus on the data ecosystem and privacy. Here, the class will explore the technology underlying data tracking, collection, aggregation and use. Further, the course will examine data brokers/aggregators and their role in the communications development chain. Finally, the course will cover the legal and regulatory perspective toward the industry's privacy-related behavior and practices in the development of marketing communications. <br/><br/> <br/><br/>The second half of the course will focus on data security. Given the number of continuing breaches, many at large, high profile companies, the class will look at statutes and regulations covering data security within a number of industries, and those that might be most relevant to media organizations. The course will wrap up with a look at professional opportunities in the emerging privacy &quot;industry,&quot; and at industry certification for those who might be interested."
JOUR,"IMC 307-0-20 Digital, Social and Mobile Marketing",,Tu 4:00PM - 6:50PM,170,McCormick Foundation Ctr 3107,[],,"Covers the practices used to acquire and serve customers through direct and interactive media including direct mail, direct response advertising, email, e-commerce and social media platforms. Emphasizes the use of customer-level data to measure customer lifetime value, develop loyalty programs, manage customer relationships and evaluate the impact of communications with web analytics. Prerequisites: IMC 303 and admission to IMC Certificate Program."
JOUR,"IMC 423-0-20 Global Perspectives, Brand Innovation, Chile",,TBA,,Meets in Non-General PurposeRm,['AddDepartmentConsent'],,"International Enterprise IMC Innovation is a global perspective course and will be taught in March 2020. <br/><br/>Innovation has long been a universal characteristic of companies that have earned, and sustained their leadership. It has been argued we are in a new era of technology-enhanced innovation at this particular time, explaining disruptive changes in industries and consumer behavior changes at high velocity. These changes have come, in great measure, through what Clayton Christiansen characterizes as &quot;disruptive innovation,&quot; due to small companies and start-ups leapfrogging legacy leaders.<br/><br/>Prerequisite: IMC 420<br/><br/><br/> <br/><br/>Additionally, much of the media attention, and arguably investment, has been around new entrepreneurial enterprises and new start-ups.<br/><br/> <br/><br/>What about large, legacy organizations that have been leaders in their industries? How do they innovate to sustain their leadership? How do they leverage their advantages? Are the strategies to do so similar or different from smaller start-ups?<br/><br/> <br/><br/>Learning Goals<br/><br/>By the end of the course, students will be equipped to answer a diverse set of International Enterprise IMC Innovation-related questions, supporting their answers with examples, where appropriate:<br/><br/> <br/><br/> How does innovation happen in large enterprises, with international footprints? Additionally, what are the unique innovation characteristics for these types of businesses?<br/> How do organizations process and manage transformational challenges faced by the enterprise in marketing, media, and communications, in particular?<br/> What does sustainable innovation look like as compared to disruptive innovation, and what are examples of each?<br/> What are the strategies to be a successful &quot;intrapreneur&quot;?"
JOUR,IMC 403-6-40 IMC 1: Marketing Strategy,,TBA,,TBA,['ClassRequirement'],,"IMC I: Marketing Strategy provides an introduction to basic concepts and methods in marketing. The course surveys the state of knowledge of marketing practice and provides students with a foundation in how organizations conduct marketing decision-making. Primary emphasis is placed on a consumer orientation, branding, market segmentation and positioning, measurement and the marketing mix variables of product, price, and distribution. Students will develop an understanding of marketing practice through readings and class lectures. The course also develops students' abilities to think analytically and strategically in addressing marketing problems through a series of case studies.<br/><br/>Advisory notes for online students: As a foundational course, it is recommended that this course be taken within the first two quarters of a student's matricultation in the program. Highly experienced students working in marketing management roles may elect to take the course later."
JOUR,IMC 404-0-30 IMC II: Strategic Process,,Mo 6:00PM - 8:50PM,170,Meets in Non-General PurposeRm,['AddDepartmentConsent'],,"IMC II: Strategic Process covers the principles and practices of Integrated Marketing Communications. The course begins by discussing the definitions, scope and phases of IMC as a strategic process for managing the communications between an organization and its stakeholders. Topics include customer focus, sources of data for understanding customers, customer segmentation and valuation, analyzing behavioral customer databases, the brand as a integrating force, synergy and consistency across contact points, media neutral planning, a closed-loop processes, the allocating of marketing communication resources, and estimating the return on marketing communication investments. Students conduct an extensive database marketing project with SPSS statistics software."
JOUR,IMC 404-6-40 IMC II: Strategic Process,,TBA,,TBA,['ClassRequirement'],,"The IMC II: Strategic Process is the core framework of Integrated Marketing Communications. In this class, we will go through each step of the process: customer identification, customer valuation, message delivery, ROI and budgeting. To understand each of these concepts, we will use a combination of lectures, readings, cases and interviews from guests in the marketing industry. Additionally, there will be a case that runs through the entire course where students will practice each step of the process with a client dataset.<br/><br/><br/>Prerequisite: IMC 401 Marketing Research - experience with Excel and Tableau is required for success in this course."
JOUR,IMC 303-0-20 Integrated Marketing Communications Strategy,,MoWe 11:00AM - 12:50PM,220,McCormick Foundation Ctr 3119,[],,"The strategic marketing communications process that includes consumer insight and research, market segmentation, brand positioning, communication messages and media decisions. Integrates brand communications with other aspects of marketing including product strategy, pricing, retailing. Students perform case studies and complete a series of writing-intensive assignments. Prerequisite: IMC 301, 302, admission to IMC Certificate Program (may be taken in the same quarter student applies for program admission)."
JOUR,IMC 303-0-21 Integrated Marketing Communications Strategy,,MoWe 1:00PM - 2:50PM,220,McCormick Foundation Ctr 3119,[],,"The strategic marketing communications process that includes consumer insight and research, market segmentation, brand positioning, communication messages and media decisions. Integrates brand communications with other aspects of marketing including product strategy, pricing, retailing. Students perform case studies and complete a series of writing-intensive assignments. Prerequisite: IMC 301, 302, admission to IMC Certificate Program (may be taken in the same quarter student applies for program admission)."
JOUR,IMC 442-0-20 Internal Communications,,We 3:00PM - 5:50PM,170,McCormick Foundation Ctr 3119,[],,"nternal Communications focuses on how organizations can accomplish their goals and build stronger brands by getting employees to understand the direction and how they help create and further the brand in an environment. Reaching a global workforce with varying backgrounds and communicating effectively with them requires a variety of skills. Students will learn how to engage and persuade employees to become brand ambassadors with customers, the community where they work and among fellow employees. The course will help students learn how to deal with change in the organization and in the work environment, and how to lead when there's a great deal of turbulence and uncertainty.<br/><br/>Prerequisite: IMC 440"
JOUR,IMC 300-0-20 Introduction to Integrated Marketing Communications,,Tu 6:00PM - 8:50PM,170,Fisk Hall 311,[],,"A basic introduction to the strategic marketing communications process that includes consumer insight and research, market segmentation, brand positioning, communications messages and media decisions. Overviews the tactical areas of marketing communications including branding, advertising, digital media and corporate communications. Prerequisite: sophomore status (this course cannot be counted toward the IMC Certificate Program)."
JOUR,IMC 300-0-21 Introduction to Integrated Marketing Communications,,Th 6:00PM - 8:50PM,170,Fisk Hall 311,[],,"A basic introduction to the strategic marketing communications process that includes consumer insight and research, market segmentation, brand positioning, communications messages and media decisions. Overviews the tactical areas of marketing communications including branding, advertising, digital media and corporate communications. Prerequisite: sophomore status (this course cannot be counted toward the IMC Certificate Program)."
JOUR,IMC 463-0-20 Machine Learning I,Machine Learning I,TuTh 11:00AM - 12:50PM,220,Fisk Hall 311,[],,"Machine Learning I covers building, interpreting and applying predictive models used in marketing communications research. Students will explore many of the issues that arise in building such models, e.g., exploratory vs. confirmatory studies, inductive vs. deductive reasoning, multi-collinearity, heteroscedasticity, nonlinearity, interactions, model selection, regularization, bias-variance tradeoff, extrapolation, and the curse of dimensionality. The course will help students understand how and why different methods work, which methods are well-suited for certain situations, and the extent of the conclusions that can be drawn from various models.<br/><br/>Prerequisite: IMC 460"
JOUR,IMC 411-0-20 Managing Integration,,Mo 6:00PM - 8:50PM,170,McCormick Foundation Ctr 3119,[],,"Managing Integration addresses the challenges in managing the organizational issues that arise when implementing IMC initiatives. This course provides students with a toolkit derived from theories, case studies, and class exercises that can be effectively deployed in planning for, and responding to, these issues. The combination of topics is designed to develop skills in integrative thinking, navigating organizations, and managing unexpected events. Class discussion and assignments focus on applying the theories, cases, and experiences to real-world IMC examples as well as learning from the integration challenges companies are facing. Faculty Advisory Note for Online course: Students will benefit from having experience managing in multi-function enterprises, and/or prior course work in organizational behavior."
JOUR,IMC 411-6-40 Managing Integration,,TBA,,TBA,"['ClassRequirement', 'AddDepartmentConsent']",,"Managing Integration addresses the challenges in managing the organizational issues that arise when implementing IMC initiatives. This course provides a toolkit derived from theories, case studies and class exercises that can be effectively deployed in planning for, and responding to, these issues.<br/><br/>The combination of topics is designed to develop skills in integrative thinking, navigating organizations and managing unexpected events. Class discussion and assignments focus on applying the theories, cases and experiences to real-world IMC examples as well as learning from the integration challenges companies are facing.<br/><br/>Advisory notes for online students: You will benefit from having experience managing in multi-function enterprises and/or prior coursework in organizational behavior. It is suggested that you take either Consumer Insight or IMC I: Marketing Management in advance of Managing Integration."
JOUR,IMC 462-0-20 Marketing Models I,,MoWe 3:00PM - 4:50PM,220,McCormick Foundation Ctr 3127,[],,"Marketing Models I teaches advanced modeling techniques to improve the effectiveness of marketing decisions. The course applies statistical and econometric methodologies to develop models and apply them to real marketing problems. The course surveys a broad spectrum of empirical techniques that have relevance for building models of marketing phenomena. Topics include regression models for limited dependent variables, survival analysis, CLV (customer lifetime values) model, and panel data models. <br/><br/>Prerequisites: IMC 460."
JOUR,IMC 449-0-20 Marketing Public Relations,,MoWe 6:00PM - 7:50PM,220,Fisk Hall 311,[],,"Marketing Public Relations is the part of any product or service branding effort that utilizes public relations strategies and tactics to attain corporate, marketing and sales objectives. Marketing public relations engages the news media, social networks and other communication channels as a form of earned media. The course demonstrates how public relations can both lead, and significantly contribute, to effective integrated marketing communications. Student teams apply their skills major project in which they prepare and present complete integrated plans with a rich mix of practical tactics. The course uses advanced media and online social media software to understand, track and translate into action relevant communications.<br/><br/>Prerequisite: IMC 440"
JOUR,IMC 401-6-40 Marketing Research,,TBA,,TBA,['ClassRequirement'],,"Marketing Research overviews the marketing research process and goes into depth on marketing analytics with basic statistical analysis. Students learn how to transform strategic business challenges into analytics and research problems that resolve into high impact business presentations. Today's cross-channel marketing requires a fusion of advanced marketing analytics and research techniques as the &quot;Big Data&quot; exhaust of digital and social channels grows exponentially. The data exhaust of marketing channels augments the in-depth quantitative and qualitative gathering of data through more traditional research. The course covers data analytics, descriptive and causal research, questionnaire design, sampling and experimental design, univariate and multivariate descriptive statistics, confidence intervals and hypothesis tests for means and percents. The course provides innovative visualization techniques to present the marketing analytics and research results. Students learn how to analyze and extract value from customer databases and surveys using foundational software for both analysis and visualization.<br/><br/>Advisory notes for online students: The management of IMC disciplines demands a rich understanding in statistical and research methods. Those students whose work experience has not required this understanding are strongly encouraged to take this course early in the program, and if possible, without other courses in the quarter in which they take it. Additionally, for students less experienced in these methods, this course is strongly recommended prior to IMC 404 IMC II: Strategic Process, which also demands familiarity with analytic techniques taught in IMC 430.?"
JOUR,IMC 450-6-40 Media Foundations,,TBA,,TBA,['ClassRequirement'],,"Media Foundations is designed to help students demystify the current turmoil in the media world by providing the necessary history and context that helps to explain where we are today and where we may be headed. This course will equip students with theories and frameworks that can give them the confidence to make bold decisions and defend their strategies. The course uses a diversity of learning techniques: from self-reflection, to collaborative quizzes, to group debates of issues for which there is no right/wrong answer and also a critique of contemporary media cases. The course will help students gain a better understanding of the evolving media landscape, the role of marketers in shaping the media economy, new digital media marketplaces and how the IMC process can help marketers make sound media allocation decisions using technology and Big Data.<br/><br/>Advisory notes for online students: Students who have taken IMC 452 Marketing Management and/or bring hands on experience in media or media management are good foundations, though not required for the course."
JOUR,IMC 451-0-20 Media Insight Strategy,,MoWe 4:00PM - 5:50PM,220,McCormick Foundation Ctr 3107,[],,"Media Insight Strategy will immerse students in the study of media consumption as a means of uncovering Consumer Insight at the individual, community, and mass/cultural level. The course will introduce students to contemporary theories and corresponding strategies related to identifying and valuing media audiences and how to reach/engage them across paid, owned, and earned media channels. Media Insight and Strategy balances theory with practice: students will study the theoretical foundations for various approaches to media and message allocation, while also having an opportunity to apply various theoretical constructs to case analysis and a final project. Students will also gain exposure to the fields of Account Planning and Communications Planning where the course subject matter is most readily applied in the field.<br/><br/>Prerequisite: IMC 450"
JOUR,IMC 452-0-20 Media Marketplaces,,Tu 9:00AM - 10:50AM,110,McCormick Foundation Ctr Forum,[],,"Media Marketplaces will equip students with key learning of the digital ecosystems that make up today's media exchanges. Included in this course will be the history, description and context of media marketplaces as well as current relevant networks. This will include the exploration of how we buy and sell media and the digital transformation of modern businesses brought on by companies like Google, Facebook, Adobe, and Amazon. We will also explore the ethical and financial implications of modern marketplaces, artificial Intelligence, algorithms, auction based systems and human versus machine learning.<br/><br/>Prerequisite: IMC 450"
JOUR,IMC 305-0-20 Message Strategy and Persuasive Communications,,Mo 6:00PM - 8:50PM,170,McCormick Foundation Ctr 3107,[],,"This is a case study course that will leverage your knowledge of market research and consumer insights into the development of creative briefs and integrated marketing campaigns. You will work individually and in teams on a variety of cases requiring you to create persuasive communications and content. You will present your work in every class and receive immediate feedback just as if you are working at a client, an agency, or a consulting practice. Prerequisites: IMC 303"
JOUR,IMC 498-0-21 Practicum,Visual Literacy,Th 1:00PM - 3:50PM,170,McCormick Foundation Ctr 3119,[],,"Visual Literacy offers an introduction to visual communication principles, aesthetics, research and applications in the field. The course will examine methods for effective communication using images and design as a language. It prepares students for further study in photojournalism, video storytelling, publication design and interactive storytelling. The class will follow the narrative arc of visual storytelling from the ancient 32,000 year old Chauvet Cave paintings in southern France all the way to the sophisticated eye track activity recognition systems that influence modern design. Students will learn and apply Gestalt theory to design problems and expand their visual lexicon. Photo history will be brought into context with the larger visual narrative and explore how light, shape, form and composition help communicate complex thought and emotion. Guest lecturers will frequent the class giving insight into how visual language is used to communicate and report beyond words."
JOUR,IMC 498-0-22 Practicum,Narrative Structure in Storytelling,Th 1:00PM - 3:50PM,170,McCormick Foundation Ctr 3127,[],,"Narrative Structure in Storytelling is an immersive five weeks in the art of crafting stories for different media. Students will deconstruct, analyze, tear-apart and re-shape stories in an effort to understand how good stories come to be. Each week The course will focus on a different medium, from long-form magazine writing, to documentary film, to websites, to radio, to advertising messages and more and identify the core components of storytelling and how that medium uses them well (think characters, leads, arc, plot, audio, etc. etc.). Students will look at what all stories have in common as well as how mediums differ; at core tenets and when to break the rules. By the end of the five weeks, students should have a strong understanding of how to take a large body of information, organize it and then create meaningful, gripping narratives, across mediums. Guest speakers may include NPR reporters, documentary filmmakers, digital editors, advertising creatives, and long-form writers. Assignments will range from pure story analysis to editing and reimagining stories across mediums."
JOUR,IMC 498-0-23 Practicum,Social Networks,Mo 12:00PM - 2:50PM,170,Fisk Hall 311,[],,"Social networks have come to play an increasingly important role in shaping consumer behavior and marketing practice. This course will introduce social network theory and analysis with an emphasis on applications to IMC processes. The goal of the course is to provide students with fundamental knowledge and skills to design and evaluate network-based marketing strategies and interventions. Our lectures will cover key issues related to (a) online and offline networks, (b) diffusion and contagion, (c) social capital, (d) influencer and community detection, (e) basic network measures, (f) network data collection, preparation, and visualization, and (g) hypothesis testing for network data. Students will apply social network theory and analysis through individual assignments and a research project. Several software tools will be introduced in the course, such as UCINET, Gephi, and NodeXL."
JOUR,IMC 498-0-30 Practicum,Introduction to MarTech,TBA,,Meets in Non-General PurposeRm,['AddDepartmentConsent'],,"Marketers have access to hundreds of vendors offering diverse technology applications such as campaign management, marketing resource management, marketing analytics and content marketing. <br/><br/>&quot;Introduction to MarTech&quot; introduces students to the opportunities and challenges of using these marketing technologies. The opportunities range from targeting the right audiences to personalizing messaging to leveraging new digital technologies to effectively managing complex multi-channel marketing campaigns. The challenges include the gap between how marketers think of their problems and how technology providers describe their solutions and then selecting the best solutions.<br/><br/>Students will learn how marketing executives decide which technologies are right for addressing their marketing problems. This course is meant to be introductory in nature, but should be useful for students who may work with a subset of marketing technologies, but feel like their knowledge is primarily operational and/or focused on very specific technology applications. The course will equip students to ask insightful questions and have informed discussions with marketing and IT colleagues and vendors. Specific components of the course include the marketing technology landscape, the marketing technology stack, marketing technology competencies that matter, and the future of marketing technologies."
JOUR,IMC 498-6-40 Practicum,Digital Analytics,TBA,,TBA,['ClassRequirement'],,Contact the department for further information
JOUR,IMC 302-0-20 Research for Marketing Communications,,TuTh 9:00AM - 10:50AM,220,McCormick Foundation Ctr 3127,[],,"Covers analytic methods and metrics to develop, execute and evaluate marketing communications. Students learn how to design questionnaires and analyze survey results, and evaluate customer behavior by analyzing customer databases. Covers methods to evaluate media use including web analytics and social media metrics. Develops hands-on analytic skills with Qualtrics survey software and SPSS statistics software."
JOUR,IMC 302-0-21 Research for Marketing Communications,,TuTh 11:00AM - 12:50PM,220,McCormick Foundation Ctr 3127,[],,"Covers analytic methods and metrics to develop, execute and evaluate marketing communications. Students learn how to design questionnaires and analyze survey results, and evaluate customer behavior by analyzing customer databases. Covers methods to evaluate media use including web analytics and social media metrics. Develops hands-on analytic skills with Qualtrics survey software and SPSS statistics software."
JOUR,IMC 424-0-20 Shopper Marketing,,Tu 6:00PM - 8:50PM,170,McCormick Foundation Ctr 3127,[],,"Shopper Marketing focuses on understanding consumers who are in a &quot;shopping mode,&quot; and developing insights that drive the most successful shopper marketing programs. It is comprised of category management, retail display, personal selling, packaging, promotion, research and marketing brought together in retailer-specific programs designed to fit the mutual interests of brands and retailers. Students learn to deal with the sometimes conflicting interests of retailers and manufacturers in their efforts to influence their shared target consumers. Students identify best practices for executing and measuring the wide variety of in-store, near-store and online tactics and put these practices into use through a course-long shopper marketing project for a sponsoring company.<br/><br/>Prerequisite: IMC 420"
JOUR,IMC 424-0-30 Shopper Marketing,,We 6:00PM - 8:50PM,170,Meets in Non-General PurposeRm,[],,"Shopper Marketing focuses on understanding consumers who are in a &quot;shopping mode,&quot; and developing insights that drive the most successful shopper marketing programs. It is comprised of category management, retail display, personal selling, packaging, promotion, research and marketing brought together in retailer-specific programs designed to fit the mutual interests of brands and retailers. Students learn to deal with the sometimes conflicting interests of retailers and manufacturers in their efforts to influence their shared target consumers. Students identify best practices for executing and measuring the wide variety of in-store, near-store and online tactics and put these practices into use through a course-long shopper marketing project for a sponsoring company.<br/><br/>Prerequisite: IMC 420"
JOUR,IMC 390-0-20 Special Topics,The Googlization of America,TuTh 9:00AM - 10:30AM,180,McCormick Foundation Ctr 3107,[],,"Five tech companies ? Google, Facebook, Amazon, Apple, and Microsoft ? have become the central players in the American media landscape, determining what news and information citizens consume as well as what products they buy. In this course, students use recent books, news stories, and other reportage to understand how these enterprises are changing journalism, the media business, and democracy itself. Readings, research and writing assignments, group exercises in and outside class, and guest speakers."
JOUR,IMC 490-0-30 Special Topics,Strategic International Marketing,Mo 6:00PM - 8:50PM,170,Meets in Non-General PurposeRm,['AddDepartmentConsent'],,Contact the department for further information
JOUR,IMC 490-0-31 Special Topics,Digital Leadership,MoTuWeThFr 8:00AM - 6:00PM,3000,Meets in Non-General PurposeRm,['AddDepartmentConsent'],,Contact the department for further information
JOUR,IMC 481-0-30 Sports Marketing,,We 6:00PM - 8:50PM,170,TBA,[],,"Sports Marketing provides an in-depth look at concepts and methods in marketing communications for brands within the sports environment. Sports marketing includes topics such as acquisition and retention of fans, celebrity management, event execution, crisis interventions, sponsorship and partnerships, ticket pricing, social media and digital innovation, tie-ins between teams and retail, and understanding the business of sports. Students will develop an understanding of how marketing works in sports through readings, guest lectures, case analysis and discussions. The course will help students understand how to make decisions in ambiguous sports marketing environments, using financial and market analysis, and considering legal and ethical concerns."
JOUR,IMC 306-0-20 Strategic Communications,,Tu 11:00AM - 1:50PM,170,Louis Hall 226,[],,"Emphasizes the development and execution of communications strategies and relationship building with numerous stakeholders including employees, the news media, government, investors and the general public. Covers traditional print and broadcast media as well as contemporary communication channels including blogs, social media platforms and emerging technologies. Students perform several exercises in written communications. Prerequisites: for non-Medill students: IMC 303 and admission to the IMC Certificate Program; for Medill students: JOUR 301."
JOUR,IMC 440-0-30 Strategic Communications Foundations,,Th 6:00PM - 8:50PM,170,Meets in Non-General PurposeRm,[],,"Strategic Communications Foundations emphasizes understanding and communicating with an organization's major stakeholders including employees, customers, investors or donors, government, NGOs and other associations. Communications practices are covered for both traditional and digital media platforms. Students will learn how to develop key messages to enhance the brand, to develop programs which improve the organization's sustainability and reputation, and to prepare for and respond to crises. Whether the student plans to go into the strategic communications specialization or has had prior experience in marketing or communications, he or she will find this helpful in understanding how organizations work, and it should provide guidance to selecting future courses in the IMC program."
JOUR,423-2-20 Advanced Business Reporting,,We 2:00PM - 4:50PM,170,Meets in Non-General PurposeRm,[],,"The stock market, global trade, money, technology, inflation, derivatives, personal finance. What happens on Wall Street impacts Main Street every day, and the best business reporters tell those stories in a compelling, understandable and engaging manner. This course will help you learn to write those stories, whether you're a novice or veteran to the business world. If you want to learn an area of journalism where jobs are plentiful, advanced business reporting is for you."
JOUR,429-0-20 Advanced Social Justice Reporting,,We 1:00PM - 3:50PM,170,Meets in Non-General PurposeRm,[],,"The Advanced Social Justice Reporting course will help students develop professional-level reporting skills for in-depth projects, including investigative skills, interviewing skills and negotiating the ethical and pragmatic issues inherent in covering social justice topics. Classes will include discussions and presentations, and assignments will revolve around reporting projects that can be a continuation of work students started in prior quarters; new projects; or the work being done as part of the Professional Partnerships in the Social Justice-Investigative specialization. Possible subject areas include immigration, criminal justice, racial justice, LGBTQ+ rights, employment, health care, environmental justice and more. Students can use video, text, photos, graphics, audio or some combination of these media. By the end of the quarter, students will have projects that can form the foundation of their Q4 Masters Projects if they so choose. In other words, it will be a course with a lot of flexibility based on the interests and skill sets of each student in the class. There will be readings, but the focus of the class will be actual reporting including one-on-one coaching and group discussions about that reporting."
